Refcodes,Delta_strain_energy,components
IYEBUJ01_IYEBUJ03,7.683552004874059,1_1
IZANEC_IZANEC01,0.19672871555098936,1_1
IZOCOR_IZOCOR01,7.286313854951686,1_1
JAGNOX_JAGNOX01,5.1819230947010055,1_1
JAGNUD_JAGNUD01,5.493071100279508,1_1
JAKGEH_JAKGEH01,5.341254187657512,1_1
JARXUV_JARXUV01,6.183183775014641,1_1
JAVCEO02_JAVCEO04,0.07672236091195828,1_1
JAYCES_JAYCES02,0.2711878949212405,1_1
JAZCOD_JAZCOD01,0.6617310196068047,1_1
JEGLAI_JEGLAI01,1.7560394197093956,1_1
JESBER_JESBER01,13.741026840456811,1_1
